,Municipio,Notificados,Confirmados,Clinico Epidemiologico,Participacao por Municipio,Incidencia,Obitos,Letalidade,Mortalidade,Data
1918,Fonte Boa,360.0,268.0,19.0,0.62%,1521.95,9.0,3.36%,51.11,2020-06-02 00:00:00
1919,Borba,622.0,250.0,1.0,0.58%,607.37,13.0,5.20%,31.58,2020-06-02 00:00:00
1920,Tonantins,549.0,278.0,0.0,0.64%,1482.27,12.0,4.32%,63.98,2020-06-02 00:00:00
1921,Beruri,356.0,264.0,0.0,0.61%,1341.53,5.0,1.89%,25.41,2020-06-02 00:00:00
1922,Urucará,505.0,229.0,0.0,0.53%,1408.71,2.0,0.87%,12.3,2020-06-02 00:00:00
1923,Anamã,286.0,190.0,0.0,0.44%,1395.62,0.0,0.00%,0,2020-06-02 00:00:00
1924,Novo Aripuanã,266.0,187.0,0.0,0.43%,729.22,6.0,3.21%,23.4,2020-06-02 00:00:00
1925,Alvarães,470.0,292.0,0.0,0.68%,1820.34,9.0,3.08%,56.11,2020-06-02 00:00:00
1926,Eirunepé,320.0,168.0,0.0,0.39%,476.28,0.0,0.00%,0,2020-06-02 00:00:00
1927,Novo Airão,371.0,149.0,0.0,0.34%,765.91,5.0,3.36%,25.7,2020-06-02 00:00:00
1928,Silves,271.0,133.0,1.0,0.31%,1450.22,4.0,3.01%,43.62,2020-06-02 00:00:00
1929,Manaquiri,265.0,136.0,0.0,0.31%,423.61,6.0,4.41%,18.69,2020-06-02 00:00:00
1930,Urucurituba,470.0,155.0,0.0,0.36%,672.01,2.0,1.29%,8.67,2020-06-02 00:00:00
1931,Uarini,135.0,130.0,0.0,0.30%,960.12,0.0,0.00%,0,2020-06-02 00:00:00
1932,Jutaí,334.0,119.0,0.0,0.28%,831.18,10.0,8.40%,69.85,2020-06-02 00:00:00
1933,Nova Olinda do Norte,162.0,112.0,3.0,0.26%,299.64,9.0,8.04%,24.08,2020-06-02 00:00:00
1934,Maraã,324.0,101.0,23.0,0.23%,554.21,1.0,0.99%,5.49,2020-06-02 00:00:00
1935,Caapiranga,201.0,87.0,0.0,0.20%,665.09,2.0,2.30%,15.29,2020-06-02 00:00:00
1936,Boa Vista do Ramos,134.0,74.0,0.0,0.17%,385.28,2.0,2.70%,10.41,2020-06-02 00:00:00
1937,Japurá,266.0,118.0,0.0,0.27%,4283.12,0.0,0.00%,0,2020-06-02 00:00:00
1938,Manicoré,473.0,62.0,0.0,0.14%,111.21,2.0,3.23%,3.59,2020-06-02 00:00:00
1939,São Sebastião do Uatumã,170.0,102.0,0.0,0.24%,727.53,1.0,0.98%,7.13,2020-06-02 00:00:00
1940,Lábrea,162.0,62.0,2.0,0.14%,134.58,0.0,0.00%,0,2020-06-02 00:00:00
1941,Nhamundá,125.0,56.0,1.0,0.13%,264.49,2.0,3.57%,9.45,2020-06-02 00:00:00
1942,Careiro da Várzea,131.0,52.0,0.0,0.12%,172.04,1.0,1.92%,3.31,2020-06-02 00:00:00
1943,Codajás,102.0,58.0,0.0,0.13%,202.54,1.0,1.72%,3.49,2020-06-02 00:00:00
1944,Humaitá,418.0,92.0,0.0,0.21%,167.03,1.0,1.09%,1.82,2020-06-02 00:00:00
1945,Guajará,75.0,46.0,0.0,0.11%,275.81,1.0,2.17%,6,2020-06-02 00:00:00
1946,Santa Isabel do Rio Negro,97.0,39.0,0.0,0.09%,155.03,1.0,2.56%,3.98,2020-06-02 00:00:00
1947,Juruá,315.0,44.0,0.0,0.10%,299.08,0.0,0.00%,0,2020-06-02 00:00:00
1948,Canutama,99.0,30.0,0.0,0.07%,191.95,0.0,0.00%,0,2020-06-02 00:00:00
1949,Apuí,134.0,27.0,0.0,0.06%,122.88,0.0,0.00%,0,2020-06-02 00:00:00
1950,Pauini,60.0,15.0,0.0,0.03%,77.22,0.0,0.00%,0,2020-06-02 00:00:00
1951,Atalaia do Norte,64.0,24.0,0.0,0.06%,120.48,1.0,4.17%,5.02,2020-06-02 00:00:00
1952,Itamarati,31.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-02 00:00:00
1953,Envira***,11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-02 00:00:00
1954,Ipixuna***,18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-02 00:00:00
1955,Manaus,48232,18367,125.0,43.97%,841.46,1371,7.46%,62.81,2020-06-01
1956,INTERIOR,42772,23407,69.0,56.03%,1193.12,700.0,2.99%,35.68,2020-06-01
1957,Manacapuru,4868,2.4,2.0,5.75%,2464.65,93.0,3.88%,95.51,2020-06-01
1958,Coari,2.35,2009,0.0,4.81%,2360.84,55.0,2.74%,64.63,2020-06-01
1959,Tefé,1.99,1837,0.0,4.40%,3069.39,56.0,3.05%,93.57,2020-06-01
1960,São Gabriel da Cachoeira,2193,1819,0.0,4.35%,3992.19,21.0,1.15%,46.09,2020-06-01
1961,Parintins,1883,1318,0.0,3.16%,1153.38,58.0,4.40%,50.76,2020-06-01
1962,Tabatinga,2.0980000000000003,902.0,0.0,2.16%,1369.9,57.0,6.32%,86.57,2020-06-01
1963,Benjamin Constant,1338,833.0,1.0,1.99%,1937.93,23.0,2.76%,53.51,2020-06-01
1964,Itacoatiara,1.5230000000000001,817.0,0.0,1.96%,806.22,45.0,5.51%,44.41,2020-06-01
1965,Santo Antônio do Içá,1117,714.0,2.0,1.71%,3305.25,14.0,1.96%,64.81,2020-06-01
1966,Maués,1341,691.0,12.0,1.65%,1081.29,29.0,4.20%,45.38,2020-06-01
1967,Careiro,1291,677.0,0.0,1.62%,1787.74,13.0,1.92%,34.33,2020-06-01
1968,Iranduba,1.5919999999999999,656.0,1.0,1.57%,1358.29,23.0,3.51%,47.62,2020-06-01
1969,Autazes,897.0,560.0,0.0,1.34%,1415.39,22.0,3.93%,55.6,2020-06-01
1970,Rio Preto da Eva,2231,526.0,1.0,1.26%,1577.35,11.0,2.09%,32.99,2020-06-01
1971,Barcelos,1.08,469.0,0.0,1.12%,1705.33,16.0,3.41%,58.18,2020-06-01
1972,Presidente Figueiredo,1158,454.0,0.0,1.09%,1251.41,16.0,3.52%,44.1,2020-06-01
1973,São Paulo de Olivença,806.0,433.0,0.0,1.04%,1101.81,11.0,2.54%,27.99,2020-06-01
1974,Boca do Acre,775.0,407.0,0.0,0.97%,1186.31,6.0,1.47%,17.49,2020-06-01
1975,Tapauá,980.0,382.0,0.0,0.91%,2226.63,3.0,0.79%,17.49,2020-06-01
1976,Anori,685.0,360.0,0.0,0.86%,1713.47,4.0,1.11%,19.04,2020-06-01
1977,Itapiranga,350.0,345.0,0.0,0.83%,3771.32,4.0,1.16%,43.73,2020-06-01
1978,Amaturá,306.0,309.0,0.0,0.74%,2678.57,8.0,2.59%,69.35,2020-06-01
1979,Barreirinha,528.0,299.0,0.0,0.72%,933.18,3.0,1.00%,9.36,2020-06-01
1980,Tonantins,512.0,268.0,0.0,0.64%,1428.95,12.0,4.48%,63.98,2020-06-01
1981,Fonte Boa,355.0,264.0,19.0,0.63%,1499.23,9.0,3.41%,51.11,2020-06-01
1982,Beruri,351.0,257.0,0.0,0.62%,1305.96,5.0,1.95%,25.41,2020-06-01
1983,Alvarães,370.0,254.0,0.0,0.61%,1583.44,9.0,3.54%,56.11,2020-06-01
1984,Borba,614.0,246.0,1.0,0.59%,597.65,13.0,5.28%,31.58,2020-06-01
1985,Carauari,780.0,243.0,0.0,0.58%,858.84,2.0,0.82%,7.07,2020-06-01
1986,Urucará,472.0,213.0,0.0,0.51%,1310.29,2.0,0.94%,12.3,2020-06-01
1987,Anamã,270.0,187.0,0.0,0.45%,1373.59,0.0,0.00%,0,2020-06-01
1988,Novo Aripuanã,261.0,187.0,0.0,0.45%,729.22,6.0,3.21%,23.4,2020-06-01
1989,Eirunepé,267.0,158.0,0.0,0.38%,447.93,0.0,0.00%,0,2020-06-01
1990,Novo Airão,351.0,143.0,0.0,0.34%,735.07,5.0,3.50%,25.7,2020-06-01
1991,Urucurituba,460.0,139.0,0.0,0.33%,602.64,2.0,1.44%,8.67,2020-06-01
1992,Silves,270.0,132.0,1.0,0.32%,1439.32,4.0,3.03%,43.62,2020-06-01
1993,Manaquiri,260.0,130.0,0.0,0.31%,404.92,6.0,4.62%,18.69,2020-06-01
1994,Uarini,130.0,130.0,0.0,0.31%,960.12,0.0,0.00%,0,2020-06-01
1995,Jutaí,329.0,119.0,0.0,0.28%,831.18,10.0,8.40%,69.85,2020-06-01
1996,Japurá,261.0,114.0,0.0,0.27%,4137.93,0.0,0.00%,0,2020-06-01
1997,Nova Olinda do Norte,160.0,110.0,3.0,0.26%,294.29,8.0,7.27%,21.4,2020-06-01
1998,São Sebastião do Uatumã,131.0,95.0,0.0,0.23%,677.6,1.0,1.05%,7.13,2020-06-01
1999,Maraã,319.0,91.0,23.0,0.22%,499.34,1.0,1.10%,5.49,2020-06-01
2000,Caapiranga,196.0,85.0,0.0,0.20%,649.8,2.0,2.35%,15.29,2020-06-01
2001,Boa Vista do Ramos,123.0,69.0,0.0,0.17%,359.24,2.0,2.90%,10.41,2020-06-01
2002,Humaitá,333.0,69.0,0.0,0.17%,125.27,1.0,1.45%,1.82,2020-06-01
2003,Manicoré,459.0,60.0,0.0,0.14%,107.62,2.0,3.33%,3.59,2020-06-01
2004,Codajás,97.0,56.0,0.0,0.13%,195.55,1.0,1.79%,3.49,2020-06-01
2005,Nhamundá,120.0,56.0,1.0,0.13%,264.49,2.0,3.57%,9.45,2020-06-01
2006,Careiro da Várzea,131.0,51.0,0.0,0.12%,168.73,1.0,1.96%,3.31,2020-06-01
2007,Lábrea,159.0,51.0,2.0,0.12%,110.7,0.0,0.00%,0,2020-06-01
2008,Guajará,55.0,42.0,0.0,0.10%,251.83,1.0,2.38%,6,2020-06-01
2009,Juruá,315.0,41.0,0.0,0.10%,278.68,0.0,0.00%,0,2020-06-01
2010,Santa Isabel do Rio Negro,92.0,39.0,0.0,0.09%,155.03,1.0,2.56%,3.98,2020-06-01
2011,Canutama,94.0,29.0,0.0,0.07%,185.55,0.0,0.00%,0,2020-06-01
2012,Apuí,129.0,27.0,0.0,0.06%,122.88,0.0,0.00%,0,2020-06-01
2013,Atalaia do Norte,54.0,16.0,0.0,0.04%,80.32,1.0,6.25%,5.02,2020-06-01
2014,Pauini,55.0,15.0,0.0,0.04%,77.22,0.0,0.00%,0,2020-06-01
2015,Itamarati,29.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-01
2016,Envira***,11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-01
2017,Ipixuna***,17.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-01
